brand_name,item,price,product_name,product_url,size
Ariana Grande,Item 2551015,$44.00,Thank U Next Eau de Parfum,https://www.ulta.com/brand/ariana-grande,1.0 oz
brand_name,item,price,product_name,product_url,size
Ariana Grande,Item 2551015,$44.00,Thank U Next Eau de Parfum,https://www.ulta.com/brand/ariana-grande,1.0 oz
brand_name,item,price,product_name,product_url,size
Ariana Grande,Item 2551015,$44.00,Thank U Next Eau de Parfum,https://www.ulta.com/brand/ariana-grande,1.0 oz
